Series_Title,Released_Year,Runtime,IMDB_Rating,Director,Star1,No_of_Votes,Gross,Metascore,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_Horror,Genre_Mystery,Genre_Thriller,Genre_Western
How to Train Your Dragon,2010,-0.8864435864291704,0.5472966194901472,Dean DeBlois,Chris Sanders,1.2013120576222964,0.44427126021589813,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Into the Wild,2007,0.8942072239624776,0.5472966194901472,Sean Penn,Emile Hirsch,0.9144861857782312,-0.5468558021640251,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
No Country for Old Men,2007,-0.03173119744117936,0.5472966194901472,Ethan Coen,Joel Coen,1.7824177532925654,-0.2686151677866274,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Lage Raho Munna Bhai,2006,0.7517551591311458,0.5472966194901472,Rajkumar Hirani,Sanjay Dutt,-0.7046136489513034,-0.6271341994664825,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Million Dollar Baby,2004,0.32439896463715023,0.5472966194901472,Clint Eastwood,Hilary Swank,1.1071887229991288,-0.13823099686443088,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Hotel Rwanda,2004,-0.06734421364901232,0.5472966194901472,Terry George,Don Cheadle,0.18528553104667703,-0.521103227773728,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Taegukgi hwinalrimyeo,2004,0.6093030942998139,0.5472966194901472,Je-kyu Kang,Jang Dong-Gun,-0.720863203149348,-0.6326388890045952,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Before Sunset,2004,-1.5274778781701637,0.5472966194901472,Richard Linklater,Ethan Hawke,-0.1142447599813777,-0.6092093184737131,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Munna Bhai M.B.B.S.,2003,1.1791113536251414,0.5472966194901472,Rajkumar Hirani,Sanjay Dutt,-0.6103161137283072,-0.42001230327124495,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Salinui chueok,2003,0.28878594842931726,0.5472966194901472,Bong Joon Ho,Kang-ho Song,-0.4099365255114553,-0.6380959690724144,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Dil Chahta Hai,2001,2.140662791236631,0.5472966194901472,Farhan Akhtar,Aamir Khan,-0.6322867823628273,-0.6366738090239998,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Kill Bill: Vol. 1,2003,-0.4234743757273419,0.5472966194901472,Quentin Tarantino,Uma Thurman,2.2216569253831397,-0.2894328937219149,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Finding Nemo,2003,-0.8152175540135045,0.5472966194901472,Andrew Stanton,Lee Unkrich,2.0655670756349855,1.2564780279628844,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Catch Me If You Can,2002,0.6449161105076469,0.5472966194901472,Steven Spielberg,Leonardo DiCaprio,1.7088562017509183,0.18077308984722912,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Amores perros,2000,1.1078853212094755,0.5472966194901472,Alejandro G. Iñárritu,Emilio Echevarría,-0.15266057646989048,-0.6113824146875321,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
"Monsters, Inc.",2001,-1.1001216836761682,0.5472966194901472,Pete Docter,David Silverman,1.6558594894416663,0.8041283369051163,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,-1.2781867647153329,0.5472966194901472,Hideaki Anno,Kazuya Tsurumaki,-0.7177245362015595,1.1763901481394614,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Lagaan: Once Upon a Time in India,2001,3.6007964557577825,0.5472966194901472,Ashutosh Gowariker,Aamir Khan,-0.51544096599009,-0.6378172969629098,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
The Sixth Sense,1999,-0.5659264405586738,0.5472966194901472,M. Night Shyamalan,Bruce Willis,1.9494577916229268,0.8219882859432075,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
La leggenda del pianista sull'oceano,1998,1.6420805643269698,0.5472966194901472,Giuseppe Tornatore,Tim Roth,-0.6560728046166138,-0.6368771467334361,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Truman Show,1998,-0.7083785053900056,0.5472966194901472,Peter Weir,Jim Carrey,2.0352072728508257,-0.013232516678944737,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
"Crna macka, beli macor",1998,0.14633388359798544,0.5472966194901472,Emir Kusturica,Bajram Severdzan,-0.6810048834482197,-0.6364317320308461,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Big Lebowski,1998,-0.20979627848034416,0.5472966194901472,Joel Coen,Ethan Coen,1.4025504242347944,-0.5511120589590647,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Fa yeung nin wah,2000,-0.8864435864291704,0.5472966194901472,Kar-Wai Wong,Tony Chiu-Wai Leung,-0.45631361502722156,-0.6245647656059194,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Trainspotting,1996,-1.0645086674683353,0.5472966194901472,Danny Boyle,Ewan McGregor,1.1033410290485293,-0.5560720951620467,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Fargo,1996,-0.8864435864291704,0.5472966194901472,Joel Coen,Ethan Coen,1.0505551911495958,-0.5157249844118378,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Underground,1995,1.6776935805348028,0.5472966194901472,Emir Kusturica,Predrag 'Miki' Manojlovic,-0.6676861779385189,-0.6373151588350024,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
La haine,1995,-0.8864435864291704,0.5472966194901472,Mathieu Kassovitz,Vincent Cassel,-0.37696982603161544,-0.6366250006109331,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Dilwale Dulhania Le Jayenge,1995,2.354340888483629,0.5472966194901472,Aditya Chopra,Shah Rukh Khan,-0.6423323502862753,-0.5629381120837099,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Before Sunrise,1995,-0.7796045378056715,0.5472966194901472,Richard Linklater,Ethan Hawke,-0.004284451528180451,-0.6106283692307031,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Trois couleurs: Rouge,1994,-0.8508305702213375,0.5472966194901472,Krzysztof Kieslowski,Irène Jacob,-0.5591653165470631,-0.6180494717820848,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Chung Hing sam lam,1994,-0.7439915215978385,0.5472966194901472,Kar-Wai Wong,Brigitte Lin,-0.6435364737307044,-0.6351803541669357,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Jurassic Park,1993,0.14633388359798544,0.5472966194901472,Steven Spielberg,Sam Neill,1.815115511495477,1.3639879776518302,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
In the Name of the Father,1993,0.3600119808449832,0.5472966194901472,Jim Sheridan,Daniel Day-Lewis,-0.3571140138020317,-0.5137428235658207,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Ba wang bie ji,1993,1.7133065967426357,0.5472966194901472,Kaige Chen,Leslie Cheung,-0.759774116079479,-0.6122129487134063,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Dà hóng denglong gaogao guà,1991,0.07510785118231952,0.5472966194901472,Yimou Zhang,Gong Li,-0.7457952819809541,-0.625216388515789,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Dead Poets Society,1989,0.1819468998058184,0.5472966194901472,Peter Weir,Robin Williams,0.46381395326732844,-0.16127501028379626,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Stand by Me,1986,-1.2069607322996672,0.5472966194901472,Rob Reiner,Wil Wheaton,0.27416145461886793,-0.37804337616423184,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Platoon,1986,-0.10295722985684527,0.5472966194901472,Oliver Stone,Charlie Sheen,0.3286251193477292,0.05100476757148721,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
"Paris, Texas",1984,0.7873681753389787,0.5472966194901472,Wim Wenders,Harry Dean Stanton,-0.557762543295812,-0.6273111753595045,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Kaze no tani no Naushika,1984,-0.20979627848034416,0.5472966194901472,Hayao Miyazaki,Sumi Shimamoto,-0.375200314675462,-0.6356998794524894,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
The Thing,1982,-0.49470040814300786,0.5472966194901472,John Carpenter,Kurt Russell,0.29821336199870846,-0.5695984929077158,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False
Pink Floyd: The Wall,1982,-0.9932826350526693,0.5472966194901472,Alan Parker,Bob Geldof,-0.6039318145521335,-0.5275043135923873,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Fitzcarraldo,1982,1.2503373860408071,0.5472966194901472,Werner Herzog,Klaus Kinski,-0.7398877423411533,2.4291275683810243,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Fanny och Alexander,1982,2.318727872275796,0.5472966194901472,Ingmar Bergman,Bertil Guve,-0.6598502070971072,-0.6134345171785707,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Blade Runner,1982,-0.20979627848034416,0.5472966194901472,Ridley Scott,Harrison Ford,1.2839931633725132,-0.47464767273887687,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Elephant Man,1980,0.03949483497448656,0.5472966194901472,David Lynch,Anthony Hopkins,-0.16385525712203225,3.110818853610371,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Life of Brian,1979,-1.0288956512605023,0.5472966194901472,Terry Jones,Graham Chapman,0.28592457933360826,-0.5384445022283993,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Deer Hunter,1978,2.140662791236631,0.5472966194901472,Michael Cimino,Robert De Niro,0.11511936312625025,-0.3945006616548573,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Rocky,1976,-0.10295722985684527,0.5472966194901472,John G. Avildsen,Sylvester Stallone,0.7483079819943901,-0.05493659185497722,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Network,1976,-0.06734421364901232,0.5472966194901472,Sidney Lumet,Faye Dunaway,-0.3935769498819399,2.7616962946354433,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Barry Lyndon,1975,2.211888823652297,0.5472966194901472,Stanley Kubrick,Ryan O'Neal,-0.3785040137704566,-0.4590305675398412,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Zerkalo,1975,-0.5659264405586738,0.5472966194901472,Andrei Tarkovsky,Margarita Terekhova,-0.7139532460228145,-0.6372840012474948,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Chinatown,1974,0.25317293222148435,0.5472966194901472,Roman Polanski,Jack Nicholson,0.06276444250057704,-0.4938951468063457,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Paper Moon,1973,-0.7439915215978385,0.5472966194901472,Peter Bogdanovich,Ryan O'Neal,-0.7072174894961095,-0.48427503396269583,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Viskningar och rop,1972,-1.1357346998840012,0.5472966194901472,Ingmar Bergman,Harriet Andersson,-0.7441327359053971,-0.6294983205956964,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Solaris,1972,1.5708545319113039,0.5472966194901472,Andrei Tarkovsky,Natalya Bondarchuk,-0.5888344292336568,1.9798409124411913,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Le samouraï,1967,-0.6371524729743396,0.5472966194901472,Jean-Pierre Melville,Alain Delon,-0.6975936703932991,-0.6379698562122327,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Cool Hand Luke,1967,0.14633388359798544,0.5472966194901472,Stuart Rosenberg,Paul Newman,-0.34139928600696945,-0.5574850168837805,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Persona,1966,-1.3494127971309988,0.5472966194901472,Ingmar Bergman,Bibi Andersson,-0.5210795643529624,1.6738461060249261,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Andrei Rublev,1966,2.9241491478089565,0.5472966194901472,Andrei Tarkovsky,Anatoliy Solonitsyn,-0.6929697141206563,-0.6376587280751214,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
La battaglia di Algeri,1966,-0.06734421364901232,0.5472966194901472,Gillo Pontecorvo,Brahim Hadjadj,-0.6741988354514085,-0.6378881340838616,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
El ángel exterminador,1962,-0.9932826350526693,0.5472966194901472,Luis Buñuel,Silvia Pinal,-0.7457341589634704,1.0794669875106406,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
What Ever Happened to Baby Jane?,1962,0.3956249970528162,0.5472966194901472,Robert Aldrich,Bette Davis,-0.683462028751065,-0.618018060476397,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Sanjuro,1962,-0.9576696188448364,0.5472966194901472,Akira Kurosawa,Toshirô Mifune,-0.7354593797244584,3.5811222699355962,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Man Who Shot Liberty Valance,1962,0.0038818187666536026,0.5472966194901472,John Ford,James Stewart,-0.6261011329934757,2.0553585020105563,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Ivanovo detstvo,1962,-0.9932826350526693,0.5472966194901472,Andrei Tarkovsky,Eduard Abalov,-0.7394812742748866,1.294401692303498,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Jungfrukällan,1960,-1.2069607322996672,0.5472966194901472,Ingmar Bergman,Max von Sydow,-0.7548567693229143,-0.6305746229655035,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Inherit the Wind,1960,0.1819468998058184,0.5472966194901472,Stanley Kramer,Spencer Tracy,-0.7531544932859929,-0.32549127672487876,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Les quatre cents coups,1959,-0.8508305702213375,0.5472966194901472,François Truffaut,Jean-Pierre Léaud,-0.5146616475171727,0.6725782115478923,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Ben-Hur,1959,3.1734402612637873,0.5472966194901472,William Wyler,Charlton Heston,-0.16572562145703382,-0.2665437578395586,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Kakushi-toride no san-akunin,1958,0.573690078091981,0.5472966194901472,Akira Kurosawa,Toshirô Mifune,-0.7301019472420112,1.570207119687416,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Le notti di Cabiria,1957,-0.4590873919351749,0.5472966194901472,Federico Fellini,Giulietta Masina,-0.705215710673518,-0.6344249455967462,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Kumonosu-jô,1957,-0.4590873919351749,0.5472966194901472,Akira Kurosawa,Toshirô Mifune,-0.6937918187058122,2.4094579022867575,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Bridge on the River Kwai,1957,1.357176434664306,0.5472966194901472,David Lean,William Holden,-0.2146332038966257,-0.41475497403427464,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
On the Waterfront,1954,-0.5303134243508408,0.5472966194901472,Elia Kazan,Marlon Brando,-0.4021463969331563,-0.5904075526259447,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Le salaire de la peur,1953,0.28878594842931726,0.5472966194901472,Henri-Georges Clouzot,Yves Montand,-0.6696176652910043,-0.018442898102836724,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Ace in the Hole,1951,-0.4234743757273419,0.5472966194901472,Billy Wilder,Kirk Douglas,-0.7399702584147564,-0.6184165820894377,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
White Heat,1949,-0.31663532710384307,0.5472966194901472,Raoul Walsh,James Cagney,-0.7453521401041971,0.9694373426741929,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Third Man,1949,-0.6727654891821726,0.5472966194901472,Carol Reed,Orson Welles,-0.35134094480069517,-0.6359316037489158,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False
The Red Shoes,1948,0.43123801326064914,0.5472966194901472,Michael Powell,Emeric Pressburger,-0.7419048019181158,-0.5839402264627757,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Shop Around the Corner,1940,-0.8508305702213375,0.5472966194901472,Ernst Lubitsch,Margaret Sullavan,-0.749499336840467,-0.6371548785932141,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Rebecca,1940,0.25317293222148435,0.5472966194901472,Alfred Hitchcock,Laurence Olivier,-0.4576613775627374,-0.6164758519297951,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Mr. Smith Goes to Washington,1939,0.21755991601365138,0.5472966194901472,Frank Capra,James Stewart,-0.5093867311083283,-0.5904075526259447,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Gone with the Wind,1939,4.099378682667444,0.5472966194901472,Victor Fleming,George Cukor,0.05006307946746176,0.3502225474740945,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
La Grande Illusion,1937,-0.352248343311676,0.5472966194901472,Jean Renoir,Jean Gabin,-0.7330603012882227,-0.6373061891511008,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
It Happened One Night,1934,-0.6371524729743396,0.5472966194901472,Frank Capra,Clark Gable,-0.5491197486236151,-0.6164758519297951,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
La passion de Jeanne d'Arc,1928,-0.4590873919351749,0.5472966194901472,Carl Theodor Dreyer,Maria Falconetti,-0.690741780133375,-0.6380574337582144,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Circus,1928,-1.8123820078328274,0.5472966194901472,Charles Chaplin,Charles Chaplin,-0.7441357920562713,0.6538155332244809,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Sunrise: A Song of Two Humans,1927,-1.0288956512605023,0.5472966194901472,F.W. Murnau,George O'Brien,-0.6932203184923394,-0.6354821295554418,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The General,1926,-1.9904470888719923,0.5472966194901472,Clyde Bruckman,Buster Keaton,-0.5884218488656418,-0.6330227795359084,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Das Cabinet des Dr. Caligari,1920,-1.6699299430014956,0.5472966194901472,Robert Wiene,Werner Krauss,-0.6609381968083172,1.0412228124351128,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False
Badhaai ho,2018,0.03949483497448656,0.18412699806337648,Amit Ravindernath Sharma,Ayushmann Khurrana,-0.7509418400530826,-0.49519676086994513,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Togo,2019,-0.352248343311676,0.18412699806337648,Ericson Core,Willem Dafoe,-0.721670026980133,3.710919635480677,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Airlift,2016,0.25317293222148435,0.18412699806337648,Raja Menon,Akshay Kumar,-0.674785616419252,-0.15596501213752637,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Bajrangi Bhaijaan,2015,1.428402467079972,0.18412699806337648,Kabir Khan,Salman Khan,-0.6156552093055094,-0.5974818075003294,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Baby,2015,1.28595040224864,0.18412699806337648,Neeraj Pandey,Akshay Kumar,-0.6749353678120872,0.47135734751237784,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
La La Land,2016,0.1819468998058184,0.18412699806337648,Damien Chazelle,Ryan Gosling,0.7097149087551745,0.11354499558750593,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Lion,2016,-0.1741832622725112,0.18412699806337648,Garth Davis,Dev Patel,-0.1825222266615578,-0.38076919992115293,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Martian,2015,0.7517551591311458,0.18412699806337648,Ridley Scott,Matt Damon,1.486515113352169,0.49826065822175386,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Zootopia,2016,-0.5303134243508408,0.18412699806337648,Byron Howard,Rich Moore,0.4903596797605044,1.0595976302839203,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Bãhubali: The Beginning,2015,1.28595040224864,0.18412699806337648,S.S. Rajamouli,Prabhas,-0.521748861394409,-0.6046456199174752,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaguyahime no monogatari,2013,0.5024640456763151,0.18412699806337648,Isao Takahata,Chloë Grace Moretz,-0.7180332074398522,-0.6306692697964684,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Wonder,2017,-0.352248343311676,0.18412699806337648,Stephen Chbosky,Jacob Tremblay,-0.4027087286940064,0.02061949820452379,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Gully Boy,2019,1.1078853212094755,0.18412699806337648,Zoya Akhtar,Vijay Varma,-0.7389984024367653,-0.6104735066182928,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Special Chabbis,2013,0.7517551591311458,0.18412699806337648,Neeraj Pandey,Akshay Kumar,-0.6803722602172633,-0.6327965524667207,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Short Term 12,2013,-0.9576696188448364,0.18412699806337648,Destin Daniel Cretton,Brie Larson,-0.5865453722288918,-0.6331395943710141,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Serbuan maut 2: Berandal,2014,0.9654332563781436,0.18412699806337648,Gareth Evans,Iko Uwais,-0.4870798858776478,-0.6251032501068637,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Imitation Game,2014,-0.31663532710384307,0.18412699806337648,Morten Tyldum,Benedict Cumberbatch,1.2576308059317882,-0.18482818136738913,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Guardians of the Galaxy,2014,-0.06734421364901232,0.18412699806337648,James Gunn,Chris Pratt,2.3525090812122698,1.0193427635042633,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Blade Runner 2049,2017,1.464015483287805,0.18412699806337648,Denis Villeneuve,Harrison Ford,0.5749539359579613,-0.18020913742379335,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Her,2013,0.11072086739015248,0.18412699806337648,Spike Jonze,Joaquin Phoenix,0.8162339913240388,-0.5109676391856758,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Bohemian Rhapsody,2018,0.3956249970528162,0.18412699806337648,Bryan Singer,Rami Malek,0.5398876608275559,0.43853429914606834,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Revenant,2015,1.1791113536251414,0.18412699806337648,Alejandro G. Iñárritu,Leonardo DiCaprio,1.3199396099546838,0.27540769756561934,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Perks of Being a Wallflower,2012,-0.7083785053900056,0.18412699806337648,Stephen Chbosky,Logan Lerman,0.5762650246829869,-0.5499192551707275,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Tropa de Elite 2: O Inimigo Agora é Outro,2010,-0.2810223108960101,0.18412699806337648,José Padilha,Wagner Moura,-0.5943996799755487,-0.6376681902707847,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The King's Speech,2010,-0.1741832622725112,0.18412699806337648,Tom Hooper,Colin Firth,1.118276438370674,0.052332479783588126,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Help,2011,0.8229811915468117,0.18412699806337648,Tate Taylor,Emma Stone,0.47317799954583306,0.20610889481497274,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Deadpool,2016,-0.5303134243508408,0.18412699806337648,Tim Miller,Ryan Reynolds,1.9222458242391782,1.1680619583198986,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Darbareye Elly,2009,-0.13857024606467824,0.18412699806337648,Asghar Farhadi,Golshifteh Farahani,-0.6964659507207246,-0.6376356397207189,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Dev.D,2009,0.7517551591311458,0.18412699806337648,Anurag Kashyap,Abhay Deol,-0.7485855477290855,-0.6381117941220491,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Yip Man,2008,-0.6015394567665068,0.18412699806337648,Wilson Yip,Donnie Yen,-0.19029401833461174,2.414929051276415,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
My Name Is Khan,2010,1.499628499495638,0.18412699806337648,Karan Johar,Shah Rukh Khan,-0.535186756788203,-0.6181737986652723,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Nefes: Vatan Sagolsun,2009,0.1819468998058184,0.18412699806337648,Levent Semerci,Erdem Can,-0.7391450976787263,-0.4116715071405303,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Slumdog Millionaire,2008,-0.10295722985684527,0.18412699806337648,Danny Boyle,Loveleen Tandan,1.6050570934600792,0.06488147550108381,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Black Swan,2010,-0.5303134243508408,0.18412699806337648,Darren Aronofsky,Natalie Portman,1.3018594213830021,-0.10608104790571889,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Tropa de Elite,2007,-0.2810223108960101,0.18412699806337648,José Padilha,Wagner Moura,-0.5366475969060638,-0.6381261714855965,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Avengers,2012,0.7161421429233128,0.18412699806337648,Joss Whedon,Robert Downey Jr.,3.0167665298673803,2.462566132077748,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Persepolis,2007,-0.9576696188448364,0.18412699806337648,Vincent Paronnaud,Marjane Satrapi,-0.5655007173092499,-0.6160492272971423,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Dallas Buyers Club,2013,-0.20979627848034416,0.18412699806337648,Jean-Marc Vallée,Matthew McConaughey,0.5131921829415449,-0.5023609513769282,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Pursuit of Happyness,2006,-0.20979627848034416,0.18412699806337648,Gabriele Muccino,Will Smith,0.5355509827370866,0.17555499240573783,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Blood Diamond,2006,0.7161421429233128,0.18412699806337648,Edward Zwick,Leonardo DiCaprio,0.6899141072413262,-0.35277678651103295,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
The Bourne Ultimatum,2007,-0.2810223108960101,0.18412699806337648,Paul Greengrass,Matt Damon,1.0115892675037297,0.4934718867653051,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Bin-jip,2004,-1.2425737485075,0.18412699806337648,Ki-duk Kim,Seung-Yun Lee,-0.6817750334685145,-0.6369797284761166,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Sin City,2005,0.03949483497448656,0.18412699806337648,Frank Miller,Quentin Tarantino,1.4205572651854959,-0.2695096736179879,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Le scaphandre et le papillon,2007,-0.38786135951950895,0.18412699806337648,Julian Schnabel,Laura Obiols,-0.5207953423216631,-0.608366446779466,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
G.O.R.A.,2004,0.14633388359798544,0.18412699806337648,Ömer Faruk Sorak,Cem Yilmaz,-0.662368475417436,0.3379327273651546,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Ratatouille,2007,-0.4234743757273419,0.18412699806337648,Brad Bird,Jan Pinkava,1.124517098455761,0.38887325369737274,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Casino Royale,2006,0.7517551591311458,0.18412699806337648,Martin Campbell,Daniel Craig,0.9429633996238924,0.1948549911113842,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Kill Bill: Vol. 2,2004,0.5024640456763151,0.18412699806337648,Quentin Tarantino,Uma Thurman,1.2536547536444729,-0.3087894118833611,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Vozvrashchenie,2003,-0.4590873919351749,0.18412699806337648,Andrey Zvyagintsev,Vladimir Garin,-0.7068690882964523,-0.6356687467393132,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
